Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,60.625000,71.062500,42.875000,47.000000,47.000000,34797200
2000-02-01,47.968750,53.375000,44.500000,45.000000,45.000000,36682800
2000-03-01,45.781250,59.500000,31.062500,33.875000,33.875000,51601800
2000-04-01,33.750000,38.250000,18.500000,23.343750,23.343750,51885200
2000-05-01,23.843750,24.125000,14.187500,16.125000,16.125000,63274000
2000-06-01,16.531250,28.875000,16.437500,27.281250,27.281250,45113600
2000-07-01,27.250000,28.250000,19.125000,22.593750,22.593750,45046200
2000-08-01,22.750000,30.000000,20.250000,29.000000,29.000000,29644600
2000-09-01,30.625000,30.750000,16.500000,17.000000,17.000000,50446600
2000-10-01,17.406250,17.500000,11.187500,15.500000,15.500000,48292400
2000-11-01,15.656250,20.468750,11.562500,12.437500,12.437500,32491000
2000-12-01,12.750000,15.343750,4.750000,4.750000,4.750000,53062600
2001-01-01,4.718750,8.906250,4.718750,8.500000,8.500000,49911600
2001-02-01,8.125000,8.437500,3.343750,3.484350,3.484350,15767000
2001-03-01,3.312500,4.093750,2.500000,2.671850,2.671850,16687800
2001-04-01,2.843750,4.585000,1.875000,3.745000,3.745000,14019400
2001-05-01,3.605000,7.100000,3.575000,5.615000,5.615000,20418800
2001-06-01,5.550000,9.600000,5.150000,8.785000,8.785000,37086600
2001-07-01,9.075000,9.250000,6.385000,7.305000,7.305000,29745600
2001-08-01,7.330000,8.750000,5.675000,7.910000,7.910000,17162000
2001-09-01,7.775000,7.875000,4.255000,4.640000,4.640000,13839800
2001-10-01,4.505000,8.740000,3.500000,7.545000,7.545000,30666200
2001-11-01,7.525000,12.170000,7.525000,11.165000,11.165000,37325400
2001-12-01,10.880000,14.365000,9.920000,10.770000,10.770000,47633400
2002-01-01,10.645000,12.780000,8.890000,11.690000,11.690000,66519000
2002-02-01,11.575000,12.905000,9.205000,10.925000,10.925000,54626200
2002-03-01,11.070000,13.615000,10.365000,11.620000,11.620000,68069200
2002-04-01,11.430000,11.930000,5.630000,6.510000,6.510000,80547800
2002-05-01,6.545000,7.085000,5.325000,5.905000,5.905000,26624800
2002-06-01,5.825000,6.390000,3.655000,4.890000,4.890000,18186400
2002-07-01,4.935000,6.490000,3.565000,6.260000,6.260000,24424800
2002-08-01,6.195000,7.740000,4.995000,6.250000,6.250000,19122000
2002-09-01,6.125000,6.150000,3.660000,3.775000,3.775000,17717200
2002-10-01,3.875000,5.360000,3.200000,4.695000,4.695000,20630400
2002-11-01,4.590000,7.315000,4.530000,7.010000,7.010000,26794800
2002-12-01,7.120000,7.575000,5.130000,5.370000,5.370000,19068200
2003-01-01,5.375000,7.345000,5.350000,6.480000,6.480000,17420200
2003-02-01,6.505000,7.220000,6.310000,6.985000,6.985000,13465400
2003-03-01,7.050000,7.750000,5.695000,6.315000,6.315000,26583600
2003-04-01,6.495000,7.160000,6.075000,6.890000,6.890000,20305800
2003-05-01,6.855000,8.860000,6.650000,8.660000,8.660000,22597600
2003-06-01,8.725000,9.430000,7.930000,8.310000,8.310000,24492600
2003-07-01,8.425000,9.620000,8.100000,9.375000,9.375000,25243200
2003-08-01,9.375000,10.125000,8.300000,9.805000,9.805000,16573800
2003-09-01,10.005000,10.925000,9.020000,9.620000,9.620000,28015400
2003-10-01,9.640000,13.725000,9.625000,12.505000,12.505000,33188400
2003-11-01,12.565000,13.275000,11.650000,12.910000,12.910000,30228400
2003-12-01,13.065000,13.375000,10.895000,12.550000,12.550000,22005600
2004-01-01,12.575000,19.605000,12.565000,17.000000,17.000000,51398400
2004-02-01,16.250000,19.125000,15.075000,16.500000,16.500000,48017600
2004-03-01,16.700001,17.709999,13.570000,16.910000,16.910000,66111000
2004-04-01,17.065001,17.799999,12.625000,12.745000,12.745000,38435000
2004-05-01,12.755000,15.145000,12.530000,14.840000,14.840000,32081000
2004-06-01,14.850000,15.375000,10.925000,13.240000,13.240000,58515200
2004-07-01,13.145000,13.595000,10.700000,13.095000,13.095000,50346200
2004-08-01,13.025000,13.075000,10.810000,12.285000,12.285000,33852400
2004-09-01,12.250000,15.640000,12.150000,15.230000,15.230000,36979200
2004-10-01,15.355000,20.600000,15.235000,19.975000,19.975000,54281400
2004-11-01,19.760000,22.250000,19.059999,21.525000,21.525000,54343600
2004-12-01,21.900000,24.895000,20.514999,24.360001,24.360001,45631600
2005-01-01,24.434999,25.495001,20.625000,23.969999,23.969999,67340600
2005-02-01,23.879999,28.280001,23.070000,27.545000,27.545000,56213000
2005-03-01,27.615000,29.559999,24.379999,25.245001,25.245001,65807000
2005-04-01,25.385000,26.040001,20.650000,21.389999,21.389999,61937000
2005-05-01,21.285000,26.245001,20.775000,25.605000,25.605000,44136400
2005-06-01,25.500000,27.004999,21.910000,23.635000,23.635000,61049800
2005-07-01,23.219999,25.625000,20.105000,21.090000,21.090000,72047200
2005-08-01,21.195000,21.320000,17.670000,20.645000,20.645000,56946000
2005-09-01,20.600000,22.924999,20.559999,21.735001,21.735001,35765000
2005-10-01,21.469999,26.690001,19.750000,26.014999,26.014999,57084800
2005-11-01,25.850000,28.490000,25.750000,26.490000,26.490000,39797800
2005-12-01,26.655001,29.250000,25.559999,28.594999,28.594999,33398400
2006-01-01,28.855000,32.900002,28.100000,32.305000,32.305000,66151600
2006-02-01,31.834999,34.674999,29.299999,33.900002,33.900002,31871800
2006-03-01,33.900002,37.000000,31.500000,36.244999,36.244999,43860400
2006-04-01,35.805000,36.465000,28.020000,29.280001,29.280001,84203000
2006-05-01,29.030001,29.924999,22.150000,24.260000,24.260000,65791800
2006-06-01,24.129999,26.875000,21.110001,26.740000,26.740000,48781400
2006-07-01,26.379999,30.424999,20.275000,23.170000,23.170000,56844400
2006-08-01,22.815001,25.625000,20.299999,25.045000,25.045000,45196400
